"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDV15","OUT035",NA
"DRI13","OUT035",NA
"FDH20","OUT046",NA
"FDY51","OUT013",NA
"FDE16","OUT013",NA
"FDX40","OUT018",NA
"FDC48","OUT018",NA
"FDS14","OUT046",NA
"FDX56","OUT017",NA
"FDI10","OUT046",NA
"FDI14","OUT013",NA
"DRM48","OUT013",NA
"NCH07","OUT027",NA
"FDY26","OUT013",NA
"FDD02","OUT027",NA
"FDM12","OUT046",NA
"DRF01","OUT010",NA
"FDV36","OUT046",NA
"DRI59","OUT013",NA
"FDV03","OUT018",NA
"FDO39","OUT017",NA
"NCB07","OUT018",NA
"FDH38","OUT027",NA
"FDZ13","OUT035",NA
"NCZ30","OUT046",NA
"NCA06","OUT035",NA
"FDB04","OUT049",NA
"FDN50","OUT013",NA
"NCG06","OUT049",NA
"NCY17","OUT018",NA
"FDC23","OUT046",NA
"FDK33","OUT049",NA
"FDR03","OUT049",NA
"FDZ07","OUT045",NA
"FDO38","OUT013",NA
"FDS59","OUT046",NA
"DRM11","OUT019",NA
"FDX52","OUT027",NA
"DRJ35","OUT018",NA
"NCP53","OUT046",NA
"FDW15","OUT019",NA
"DRI47","OUT045",NA
"DRZ11","OUT035",NA
"FDS02","OUT013",NA
"DRD49","OUT018",NA
"FDW38","OUT049",NA
"FDR21","OUT019",NA
"FDE40","OUT013",NA
"FDI02","OUT045",NA
"FDQ04","OUT045",NA
"FDY14","OUT017",NA
"NCT54","OUT046",NA
"DRD25","OUT017",NA
"DRE01","OUT045",NA
"FDJ12","OUT010",NA
"NCZ05","OUT049",NA
"DRB25","OUT019",NA
"NCC31","OUT045",NA
"FDM16","OUT045",NA
"DRG11","OUT049",NA
"FDV24","OUT027",NA
"FDV43","OUT046",NA
"FDG05","OUT018",NA
"FDV23","OUT010",NA
"FDI58","OUT018",NA
"FDQ11","OUT017",NA
"FDC05","OUT027",NA
"FDF40","OUT013",NA
"FDU02","OUT018",NA
"FDT32","OUT013",NA
"NCF06","OUT017",NA
"FDT46","OUT013",NA
"FDR58","OUT010",NA
"FDY04","OUT046",NA
"FDT58","OUT045",NA
"FDE46","OUT049",NA
"DRH11","OUT017",NA
"DRI51","OUT046",NA
"FDC35","OUT017",NA
"FDP45","OUT035",NA
"FDC45","OUT017",NA
"FDU01","OUT045",NA
"FDJ53","OUT010",NA
"FDJ46","OUT017",NA
"FDX07","OUT013",NA
"NCI30","OUT049",NA
"FDE47","OUT027",NA
"FDV48","OUT045",NA
"FDN16","OUT019",NA
"FDM52","OUT013",NA
"FDA32","OUT027",NA
"FDH05","OUT017",NA
"FDW25","OUT010",NA
"FDQ09","OUT046",NA
"NCM17","OUT010",NA
"DRM59","OUT046",NA
"FDV47","OUT027",NA
"DRE15","OUT035",NA
"FDS25","OUT010",NA
"NCZ05","OUT018",NA
"NCV05","OUT019",NA
"DRM37","OUT046",NA
"FDV58","OUT027",NA
"FDN22","OUT027",NA
"NCO06","OUT049",NA
"FDT56","OUT019",NA
"FDM02","OUT013",NA
"FDA09","OUT046",NA
"NCC06","OUT035",NA
"NCL54","OUT049",NA
"NCB55","OUT017",NA
"FDB12","OUT017",NA
"NCA54","OUT049",NA
"NCS38","OUT049",NA
"FDC02","OUT049",NA
"FDK44","OUT019",NA
"FDE16","OUT035",NA
"NCS05","OUT035",NA
"FDZ59","OUT045",NA
"FDI20","OUT017",NA
"FDQ14","OUT046",NA
"FDF53","OUT017",NA
"FDW25","OUT017",NA
"NCQ43","OUT010",NA
"FDX52","OUT013",NA
"FDE28","OUT045",NA
"FDN15","OUT017",NA
"FDO28","OUT017",NA
"FDQ33","OUT045",NA
"FDM22","OUT010",NA
"FDJ03","OUT017",NA
"FDI16","OUT045",NA
"FDI09","OUT027",NA
"FDX55","OUT013",NA
"FDS23","OUT027",NA
"DRC12","OUT045",NA
"FDH41","OUT049",NA
"FDN01","OUT013",NA
"FDV55","OUT045",NA
"NCJ19","OUT013",NA
"NCY29","OUT010",NA
"FDP03","OUT018",NA
"FDZ52","OUT045",NA
"FDH31","OUT010",NA
"FDQ19","OUT018",NA
"FDS15","OUT035",NA
"FDN32","OUT017",NA
"FDH32","OUT049",NA
"FDF33","OUT017",NA
"FDJ22","OUT046",NA
"FDG56","OUT010",NA
"FDC05","OUT046",NA
"FDK09","OUT013",NA
"NCV29","OUT045",NA
"NCC43","OUT019",NA
"NCA42","OUT049",NA
"FDC10","OUT046",NA
"FDC16","OUT013",NA
"NCL17","OUT013",NA
"FDA51","OUT035",NA
"FDW01","OUT017",NA
"NCF30","OUT045",NA
"FDN49","OUT013",NA
"FDY20","OUT045",NA
"FDC15","OUT045",NA
"FDY24","OUT046",NA
"NCG43","OUT017",NA
"FDA48","OUT013",NA
"NCF55","OUT017",NA
"FDL38","OUT049",NA
"NCQ29","OUT018",NA
"FDC34","OUT017",NA
"FDP36","OUT027",NA
"FDN50","OUT010",NA
"FDO23","OUT049",NA
"FDT56","OUT013",NA
"FDT13","OUT027",NA
"FDZ03","OUT013",NA
"FDQ03","OUT010",NA
"FDU44","OUT045",NA
"FDD03","OUT049",NA
"NCH30","OUT013",NA
"FDS60","OUT010",NA
"FDG08","OUT046",NA
"FDX38","OUT017",NA
"FDD22","OUT017",NA
"FDW51","OUT013",NA
"FDL09","OUT017",NA
"FDZ60","OUT045",NA
"NCH07","OUT046",NA
"NCQ41","OUT049",NA
"FDW04","OUT049",NA
"FDI08","OUT027",NA
"FDR19","OUT019",NA
"FDV13","OUT046",NA
"FDB52","OUT017",NA
"FDZ48","OUT027",NA
"NCO14","OUT049",NA
"FDZ50","OUT013",NA
"FDN27","OUT019",NA
"FDQ60","OUT013",NA
"FDR49","OUT017",NA
"DRJ35","OUT027",NA
"DRI49","OUT017",NA
"FDB47","OUT017",NA
"FDP37","OUT010",NA
"FDR26","OUT049",NA
"FDY31","OUT019",NA
"FDC11","OUT045",NA
"DRP47","OUT035",NA
"NCY54","OUT018",NA
"FDR27","OUT046",NA
"FDQ21","OUT019",NA
"NCQ29","OUT035",NA
"FDJ02","OUT046",NA
"FDE21","OUT018",NA
"FDM39","OUT046",NA
"FDZ01","OUT017",NA
"NCB19","OUT018",NA
"FDU03","OUT046",NA
"FDP27","OUT049",NA
"DRF01","OUT045",NA
"FDM03","OUT049",NA
"FDV01","OUT046",NA
"FDS16","OUT046",NA
"FDO45","OUT035",NA
"NCX06","OUT035",NA
"FDP13","OUT046",NA
"NCR38","OUT018",NA
"FDA01","OUT013",NA
"FDT26","OUT017",NA
"FDD44","OUT027",NA
"FDB26","OUT013",NA
"FDP45","OUT019",NA
"NCP55","OUT046",NA
"FDT23","OUT017",NA
"FDO51","OUT045",NA
"FDA44","OUT046",NA
"NCJ31","OUT018",NA
"FDX37","OUT045",NA
"NCD18","OUT049",NA
"FDN40","OUT027",NA
"FDL33","OUT017",NA
"DRF48","OUT035",NA
"FDW08","OUT035",NA
"FDX39","OUT018",NA
"FDB38","OUT049",NA
"FDY46","OUT018",NA
"NCB06","OUT049",NA
"FDA34","OUT035",NA
"FDA35","OUT045",NA
"FDQ07","OUT035",NA
"FDU32","OUT045",NA
"FDU26","OUT013",NA
"FDU13","OUT010",NA
"FDO09","OUT035",NA
"FDW03","OUT019",NA
"FDB38","OUT013",NA
"FDL26","OUT010",NA
"NCN43","OUT045",NA
"FDH08","OUT045",NA
"NCC31","OUT019",NA
"FDH14","OUT035",NA
"FDL40","OUT017",NA
"FDD20","OUT035",NA
"NCV53","OUT035",NA
"FDD16","OUT045",NA
"FDP24","OUT035",NA
"FDQ25","OUT045",NA
"FDM38","OUT035",NA
"NCT18","OUT010",NA
"FDM34","OUT049",NA
"DRH37","OUT010",NA
"NCE07","OUT013",NA
"FDG12","OUT013",NA
"FDB59","OUT010",NA
"FDS10","OUT018",NA
"FDN21","OUT010",NA
"FDM02","OUT045",NA
"FDO44","OUT049",NA
"NCN17","OUT017",NA
"FDH16","OUT018",NA
"FDL44","OUT046",NA
"FDY47","OUT017",NA
"DRI39","OUT046",NA
"NCX54","OUT018",NA
"FDE59","OUT046",NA
"FDO46","OUT045",NA
"DRE13","OUT046",NA
"FDW14","OUT013",NA
"FDF35","OUT046",NA
"FDO50","OUT019",NA
"DRF49","OUT017",NA
"FDT60","OUT049",NA
"FDP38","OUT045",NA
"FDA31","OUT027",NA
"FDY52","OUT010",NA
"FDD03","OUT027",NA
"FDN52","OUT018",NA
"FDU20","OUT010",NA
"FDD22","OUT035",NA
"NCB55","OUT019",NA
"FDN27","OUT045",NA
"FDD16","OUT013",NA
"FDW48","OUT046",NA
"DRN35","OUT045",NA
"FDX25","OUT049",NA
"DRD49","OUT049",NA
"FDE21","OUT019",NA
"FDN44","OUT035",NA
"DRC01","OUT049",NA
"NCK30","OUT046",NA
"FDU39","OUT013",NA
"FDB49","OUT013",NA
"FDS12","OUT045",NA
"FDR57","OUT018",NA
"FDX22","OUT027",NA
"FDC60","OUT013",NA
"NCE42","OUT049",NA
"NCK42","OUT049",NA
"DRE01","OUT017",NA
"FDE57","OUT018",NA
"DRK59","OUT019",NA
"FDB10","OUT027",NA
"FDQ25","OUT046",NA
"FDY26","OUT017",NA
"FDG28","OUT049",NA
"FDM14","OUT049",NA
"NCH29","OUT049",NA
"FDD48","OUT049",NA
"FDC17","OUT045",NA
"DRH49","OUT027",NA
"FDN44","OUT018",NA
"FDC29","OUT045",NA
"DRK01","OUT019",NA
"FDD48","OUT017",NA
"FDB59","OUT013",NA
"FDY45","OUT010",NA
"FDX60","OUT035",NA
"FDT09","OUT010",NA
"DRB24","OUT018",NA
"FDL13","OUT035",NA
"FDN16","OUT035",NA
"FDK57","OUT013",NA
"FDO22","OUT027",NA
"FDC57","OUT010",NA
"FDZ13","OUT027",NA
"FDW27","OUT013",NA
"FDX10","OUT049",NA
"FDY08","OUT018",NA
"FDA49","OUT017",NA
"FDC32","OUT018",NA
"FDO04","OUT035",NA
"NCZ54","OUT013",NA
"FDY40","OUT045",NA
"FDW36","OUT045",NA
"FDE11","OUT017",NA
"DRE37","OUT045",NA
"NCK19","OUT017",NA
"FDT19","OUT035",NA
"FDE56","OUT045",NA
"FDZ57","OUT010",NA
"FDB35","OUT035",NA
"FDF09","OUT010",NA
"FDO34","OUT046",NA
"FDA55","OUT046",NA
"NCM18","OUT035",NA
"FDJ20","OUT019",NA
"DRQ35","OUT019",NA
"FDG02","OUT013",NA
"NCU29","OUT018",NA
"FDL27","OUT027",NA
"NCA54","OUT035",NA
"FDJ32","OUT035",NA
"FDB21","OUT019",NA
"FDR46","OUT035",NA
"FDZ32","OUT046",NA
"DRF36","OUT017",NA
"NCU54","OUT017",NA
"NCI31","OUT017",NA
"DRA59","OUT035",NA
"NCC55","OUT045",NA
"FDE44","OUT018",NA
"NCN26","OUT018",NA
"FDC11","OUT049",NA
"FDV24","OUT035",NA
"FDR40","OUT019",NA
"NCQ17","OUT049",NA
"FDC46","OUT045",NA
"NCM18","OUT046",NA
"FDK16","OUT046",NA
"FDI28","OUT017",NA
"FDS11","OUT018",NA
"DRD13","OUT046",NA
"FDL36","OUT035",NA
"FDI27","OUT013",NA
"FDJ53","OUT019",NA
"FDS44","OUT045",NA
"FDE28","OUT046",NA
"FDQ33","OUT018",NA
"FDB37","OUT017",NA
"FDQ31","OUT045",NA
"NCQ05","OUT046",NA
"FDE10","OUT013",NA
"FDF38","OUT017",NA
"FDE50","OUT019",NA
"DRG37","OUT010",NA
"NCH06","OUT049",NA
"FDY14","OUT045",NA
"FDO27","OUT017",NA
"FDQ19","OUT049",NA
"FDZ26","OUT019",NA
"FDN51","OUT013",NA
"FDK20","OUT035",NA
"FDD40","OUT018",NA
"DRI25","OUT018",NA
"FDH56","OUT017",NA
"FDI36","OUT027",NA
"DRH11","OUT018",NA
"NCV18","OUT017",NA
"DRI01","OUT049",NA
"DRE48","OUT049",NA
"FDS51","OUT035",NA
"FDM38","OUT017",NA
"FDB60","OUT027",NA
"FDY58","OUT035",NA
"FDY22","OUT045",NA
"FDF11","OUT027",NA
"FDZ51","OUT035",NA
"FDQ45","OUT017",NA
"FDF17","OUT035",NA
"NCF31","OUT027",NA
"FDA37","OUT013",NA
"FDO51","OUT046",NA
"FDF34","OUT013",NA
"FDD57","OUT018",NA
"FDO37","OUT046",NA
"FDR49","OUT049",NA
"FDS39","OUT049",NA
"FDI48","OUT027",NA
"DRM35","OUT049",NA
"FDV57","OUT035",NA
"FDZ55","OUT013",NA
"FDI28","OUT035",NA
"FDS21","OUT045",NA
"FDT34","OUT013",NA
"DRI25","OUT035",NA
"FDT47","OUT010",NA
"DRH39","OUT045",NA
"NCD54","OUT045",NA
"FDU16","OUT027",NA
"NCW29","OUT045",NA
"FDV25","OUT027",NA
"FDM56","OUT035",NA
"FDZ04","OUT027",NA
"FDG59","OUT019",NA
"FDI56","OUT045",NA
"FDS33","OUT035",NA
"FDC23","OUT049",NA
"FDT11","OUT049",NA
"FDG17","OUT045",NA
"FDZ44","OUT045",NA
"FDJ52","OUT013",NA
"DRI23","OUT046",NA
"DRE15","OUT010",NA
"NCF07","OUT013",NA
"NCR29","OUT049",NA
"FDE44","OUT019",NA
"FDT23","OUT035",NA
"NCG06","OUT017",NA
"NCU41","OUT010",NA
"FDH46","OUT017",NA
"FDV31","OUT013",NA
"NCT41","OUT027",NA
"FDE22","OUT027",NA
"FDC26","OUT045",NA
"DRF51","OUT017",NA
"NCY53","OUT019",NA
"FDY21","OUT017",NA
"FDL27","OUT013",NA
"FDZ34","OUT049",NA
"NCF43","OUT010",NA
"FDC21","OUT035",NA
"FDL26","OUT013",NA
"FDT25","OUT010",NA
"NCR30","OUT046",NA
"DRL23","OUT019",NA
"NCR05","OUT049",NA
"NCE19","OUT018",NA
"FDY07","OUT035",NA
"FDB10","OUT017",NA
"FDP57","OUT013",NA
"FDU48","OUT019",NA
"FDH48","OUT035",NA
"FDO33","OUT035",NA
"NCU29","OUT045",NA
"FDW35","OUT046",NA
"FDH05","OUT010",NA
"FDP26","OUT049",NA
"DRG27","OUT035",NA
"FDQ33","OUT046",NA
"FDH20","OUT010",NA
"FDV14","OUT046",NA
"DRD01","OUT046",NA
"NCI17","OUT049",NA
"FDF39","OUT010",NA
"FDX37","OUT046",NA
"NCX17","OUT035",NA
"FDN03","OUT013",NA
"NCS41","OUT010",NA
"FDH34","OUT045",NA
"NCX53","OUT018",NA
"FDY31","OUT046",NA
"FDD20","OUT017",NA
"FDE51","OUT045",NA
"FDV27","OUT046",NA
"FDF16","OUT035",NA
"FDZ02","OUT049",NA
"NCK05","OUT045",NA
"FDM12","OUT027",NA
"NCA05","OUT018",NA
"FDX33","OUT045",NA
"FDM25","OUT049",NA
"FDE41","OUT018",NA
"FDW14","OUT045",NA
"NCD30","OUT046",NA
"FDB23","OUT010",NA
"FDF45","OUT046",NA
"FDW20","OUT017",NA
"FDF47","OUT045",NA
"NCR05","OUT019",NA
"DRB01","OUT046",NA
"FDE36","OUT013",NA
"FDU56","OUT049",NA
"FDB23","OUT049",NA
"FDN48","OUT049",NA
"FDS43","OUT013",NA
"NCN05","OUT013",NA
"NCL53","OUT049",NA
"FDL56","OUT046",NA
"FDH17","OUT018",NA
"FDP37","OUT046",NA
"FDG09","OUT019",NA
"FDA55","OUT045",NA
"FDX31","OUT049",NA
"FDJ41","OUT045",NA
"DRC24","OUT045",NA
"FDQ21","OUT035",NA
"NCT54","OUT045",NA
"FDH08","OUT049",NA
"FDY38","OUT018",NA
"DRM11","OUT010",NA
"FDG32","OUT049",NA
"NCH18","OUT046",NA
"FDI20","OUT035",NA
"FDA33","OUT018",NA
"FDN45","OUT013",NA
"FDT45","OUT010",NA
"FDR32","OUT035",NA
"FDA48","OUT017",NA
"FDN23","OUT017",NA
"NCR18","OUT035",NA
"FDD45","OUT046",NA
"FDI22","OUT018",NA
"FDT09","OUT013",NA
"DRC24","OUT027",NA
"FDT39","OUT046",NA
"FDX28","OUT045",NA
"FDA50","OUT018",NA
"FDT33","OUT027",NA
"FDQ60","OUT049",NA
"NCM19","OUT018",NA
"FDF40","OUT046",NA
"NCI30","OUT035",NA
"FDK34","OUT049",NA
"FDA38","OUT027",NA
"FDT02","OUT045",NA
"FDC11","OUT017",NA
"FDD08","OUT046",NA
"NCS29","OUT046",NA
"DRI03","OUT010",NA
"FDK48","OUT035",NA
"FDM52","OUT049",NA
"FDP49","OUT035",NA
"DRA24","OUT046",NA
"NCJ43","OUT049",NA
"FDE11","OUT045",NA
"FDP01","OUT049",NA
"FDQ59","OUT018",NA
"FDA43","OUT019",NA
"FDL14","OUT017",NA
"FDV50","OUT010",NA
"FDT01","OUT027",NA
"NCC42","OUT035",NA
"FDO28","OUT046",NA
"FDD32","OUT019",NA
"FDV45","OUT035",NA
"NCW17","OUT019",NA
"NCJ17","OUT027",NA
"NCF18","OUT049",NA
"FDP01","OUT045",NA
"FDH24","OUT045",NA
"FDI38","OUT027",NA
"FDX03","OUT035",NA
"FDY28","OUT046",NA
"FDN34","OUT018",NA
"FDJ02","OUT045",NA
"FDW40","OUT019",NA
"FDX03","OUT017",NA
"FDE17","OUT027",NA
"FDT58","OUT046",NA
"FDI38","OUT013",NA
"FDW22","OUT035",NA
"FDS15","OUT027",NA
"NCX06","OUT013",NA
"DRK47","OUT035",NA
"FDC23","OUT027",NA
"FDM56","OUT010",NA
"FDP21","OUT046",NA
"FDP58","OUT046",NA
"FDA27","OUT019",NA
"FDK41","OUT019",NA
"NCH42","OUT046",NA
"FDG29","OUT045",NA
"FDW15","OUT018",NA
"FDD28","OUT018",NA
"FDQ37","OUT049",NA
"FDC23","OUT035",NA
"FDV13","OUT035",NA
"FDK33","OUT046",NA
"FDO33","OUT013",NA
"FDN21","OUT017",NA
"NCW06","OUT027",NA
"FDI38","OUT035",NA
"FDC21","OUT027",NA
"NCS05","OUT046",NA
"NCN53","OUT049",NA
"FDV40","OUT010",NA
"FDG60","OUT017",NA
"NCY30","OUT027",NA
"FDM40","OUT045",NA
"NCO30","OUT046",NA
"FDK10","OUT046",NA
"FDM36","OUT045",NA
"FDN10","OUT013",NA
"FDM46","OUT018",NA
"FDX50","OUT049",NA
"FDP33","OUT045",NA
"FDO12","OUT045",NA
"FDC28","OUT013",NA
"FDO31","OUT045",NA
"FDX45","OUT035",NA
"FDV21","OUT049",NA
"FDH04","OUT049",NA
"NCG54","OUT013",NA
"FDO13","OUT046",NA
"FDA09","OUT027",NA
"FDC38","OUT017",NA
"NCO42","OUT046",NA
"FDL45","OUT049",NA
"NCK31","OUT013",NA
"FDM39","OUT017",NA
"FDC22","OUT010",NA
"FDF46","OUT046",NA
"FDQ37","OUT045",NA
"FDH41","OUT010",NA
"FDQ04","OUT046",NA
"NCQ02","OUT027",NA
"FDJ57","OUT027",NA
"NCE07","OUT049",NA
"FDE56","OUT013",NA
"FDI20","OUT049",NA
"FDK36","OUT018",NA
"FDP08","OUT027",NA
"FDF44","OUT017",NA
"NCU53","OUT017",NA
"FDF47","OUT035",NA
"FDS55","OUT010",NA
"FDZ52","OUT010",NA
"FDL04","OUT018",NA
"NCM26","OUT035",NA
"FDX43","OUT049",NA
"FDP52","OUT049",NA
"DRK49","OUT045",NA
"FDE38","OUT013",NA
"DRF13","OUT035",NA
"FDK41","OUT010",NA
"FDJ04","OUT027",NA
"FDZ44","OUT018",NA
"FDS11","OUT013",NA
"FDA55","OUT049",NA
"NCW53","OUT046",NA
"FDB49","OUT027",NA
"FDD23","OUT017",NA
"NCV42","OUT045",NA
"NCZ29","OUT018",NA
"FDQ26","OUT013",NA
"FDV08","OUT017",NA
"FDC53","OUT049",NA
"FDV58","OUT010",NA
"NCP02","OUT019",NA
"DRI37","OUT045",NA
"FDQ12","OUT049",NA
"FDE33","OUT046",NA
"FDX27","OUT045",NA
"FDM22","OUT017",NA
"NCH30","OUT019",NA
"FDC04","OUT017",NA
"FDO38","OUT046",NA
"FDV52","OUT027",NA
"FDB32","OUT013",NA
"FDV43","OUT018",NA
"FDI24","OUT018",NA
"FDR40","OUT017",NA
"FDW02","OUT049",NA
"FDE44","OUT049",NA
"FDL38","OUT046",NA
"NCT54","OUT010",NA
"DRJ39","OUT010",NA
"FDW55","OUT049",NA
"DRF13","OUT019",NA
"NCW17","OUT049",NA
"FDP13","OUT035",NA
"FDS08","OUT018",NA
"NCP17","OUT035",NA
"NCO53","OUT035",NA
"FDH19","OUT045",NA
"FDJ04","OUT017",NA
"FDG10","OUT049",NA
"FDA40","OUT010",NA
"FDI53","OUT045",NA
"FDU09","OUT010",NA
"FDK60","OUT045",NA
"FDR43","OUT017",NA
"FDW22","OUT017",NA
"DRP47","OUT010",NA
"DRG48","OUT010",NA
"FDA14","OUT035",NA
"FDU49","OUT013",NA
"FDK28","OUT045",NA
"FDT19","OUT046",NA
"NCQ42","OUT045",NA
"FDD03","OUT045",NA
"NCM53","OUT013",NA
"NCX53","OUT045",NA
"FDV14","OUT027",NA
"NCZ54","OUT017",NA
"FDB39","OUT013",NA
"DRC24","OUT046",NA
"FDY36","OUT013",NA
"FDN01","OUT035",NA
"DRH25","OUT046",NA
"FDV08","OUT046",NA
"NCP53","OUT049",NA
"FDU52","OUT010",NA
"NCI42","OUT045",NA
"FDZ14","OUT035",NA
"FDF11","OUT046",NA
"FDQ13","OUT018",NA
"FDO32","OUT010",NA
"DRJ37","OUT018",NA
"FDY43","OUT046",NA
"NCT41","OUT017",NA
"NCV17","OUT045",NA
"FDM04","OUT027",NA
"DRB48","OUT018",NA
"FDM24","OUT013",NA
"FDT37","OUT049",NA
"NCO05","OUT010",NA
"FDL13","OUT046",NA
"FDL15","OUT017",NA
"FDB11","OUT018",NA
"FDL14","OUT019",NA
"FDY10","OUT019",NA
"FDJ40","OUT049",NA
"NCW18","OUT046",NA
"NCY06","OUT013",NA
"DRE13","OUT018",NA
"FDA26","OUT045",NA
"NCE19","OUT010",NA
"FDE33","OUT035",NA
"DRL59","OUT027",NA
"FDY07","OUT046",NA
"FDF57","OUT018",NA
"FDM58","OUT035",NA
"FDP26","OUT027",NA
"FDY32","OUT046",NA
"FDD51","OUT010",NA
"FDU22","OUT018",NA
"FDZ49","OUT018",NA
"NCI42","OUT017",NA
"FDT04","OUT027",NA
"NCU41","OUT045",NA
"FDS56","OUT045",NA
"NCN42","OUT017",NA
"FDK34","OUT046",NA
"FDB03","OUT017",NA
"DRJ25","OUT035",NA
"FDT25","OUT027",NA
"FDN20","OUT013",NA
"FDP09","OUT013",NA
"FDM20","OUT019",NA
"NCG55","OUT046",NA
"NCP14","OUT045",NA
"NCH06","OUT046",NA
"FDV52","OUT013",NA
"NCL07","OUT035",NA
"DRJ11","OUT027",NA
"DRO59","OUT013",NA
"FDW15","OUT010",NA
"NCQ30","OUT035",NA
"NCN54","OUT019",NA
"FDY01","OUT027",NA
"FDX39","OUT035",NA
"FDH53","OUT027",NA
"FDA57","OUT035",NA
"NCC07","OUT010",NA
"FDU28","OUT013",NA
"FDK36","OUT010",NA
"FDR36","OUT018",NA
"NCQ17","OUT035",NA
"FDS28","OUT019",NA
"FDE08","OUT045",NA
"FDU22","OUT046",NA
"FDG41","OUT045",NA
"FDO31","OUT010",NA
"FDM21","OUT019",NA
"FDU40","OUT017",NA
"FDV36","OUT018",NA
"FDT10","OUT027",NA
"FDX38","OUT045",NA
"NCU30","OUT027",NA
"NCV06","OUT049",NA
"FDT16","OUT035",NA
"NCP41","OUT027",NA
"FDZ56","OUT017",NA
"FDC22","OUT035",NA
"FDU10","OUT035",NA
"FDS46","OUT045",NA
"FDO08","OUT049",NA
"NCV42","OUT018",NA
"FDP33","OUT035",NA
"FDJ12","OUT046",NA
"FDH04","OUT045",NA
"NCU54","OUT013",NA
"FDO36","OUT010",NA
"FDT37","OUT027",NA
"FDD14","OUT010",NA
"FDA16","OUT013",NA
"NCS42","OUT019",NA
"FDP10","OUT019",NA
"FDQ28","OUT049",NA
"FDK57","OUT010",NA
"FDK02","OUT013",NA
"FDW47","OUT018",NA
"NCC42","OUT018",NA
"FDQ37","OUT018",NA
"FDL40","OUT046",NA
"DRE13","OUT010",NA
"FDQ34","OUT027",NA
"NCB54","OUT046",NA
"FDS48","OUT049",NA
"FDO15","OUT045",NA
"NCT30","OUT013",NA
"FDU49","OUT027",NA
"FDE21","OUT046",NA
"FDS49","OUT019",NA
"FDT38","OUT027",NA
"FDZ01","OUT045",NA
"FDC41","OUT035",NA
"DRG13","OUT010",NA
"NCZ42","OUT018",NA
"NCM07","OUT045",NA
"NCV17","OUT018",NA
"DRK39","OUT035",NA
"FDS37","OUT018",NA
"FDV12","OUT019",NA
"NCG19","OUT018",NA
"FDS51","OUT013",NA
"NCO14","OUT046",NA
"FDC38","OUT046",NA
"FDN15","OUT046",NA
"NCH42","OUT013",NA
"FDQ22","OUT046",NA
"FDC05","OUT013",NA
"FDZ31","OUT013",NA
"DRJ23","OUT049",NA
"FDC52","OUT035",NA
"DRD12","OUT010",NA
"FDV55","OUT017",NA
"FDD32","OUT046",NA
"FDR01","OUT049",NA
"FDY08","OUT019",NA
"FDQ45","OUT045",NA
"DRN11","OUT027",NA
"NCS05","OUT018",NA
"FDY32","OUT035",NA
"NCD31","OUT045",NA
"NCE06","OUT049",NA
"NCP14","OUT046",NA
"NCF18","OUT019",NA
"FDF14","OUT018",NA
"FDB22","OUT017",NA
"NCH54","OUT049",NA
"FDU27","OUT035",NA
"FDS58","OUT027",NA
"NCU29","OUT035",NA
"FDJ57","OUT013",NA
"FDL56","OUT049",NA
"FDH60","OUT035",NA
"FDN24","OUT018",NA
"FDD02","OUT017",NA
"FDP15","OUT017",NA
"FDB28","OUT027",NA
"DRC49","OUT045",NA
"NCG30","OUT018",NA
"FDJ14","OUT049",NA
"FDL52","OUT045",NA
"NCG19","OUT027",NA
"NCN41","OUT035",NA
"FDW22","OUT013",NA
"FDI02","OUT013",NA
"FDV51","OUT045",NA
"FDV48","OUT046",NA
"NCL17","OUT019",NA
"FDP46","OUT045",NA
"FDU10","OUT045",NA
"FDT37","OUT010",NA
"FDI27","OUT035",NA
"FDN51","OUT046",NA
"FDW07","OUT035",NA
"FDN45","OUT049",NA
"DRN37","OUT027",NA
"DRF48","OUT049",NA
"FDP38","OUT019",NA
"NCX18","OUT027",NA
"FDK45","OUT018",NA
"FDZ37","OUT049",NA
"FDS50","OUT018",NA
"NCR54","OUT018",NA
"NCS17","OUT035",NA
"FDV31","OUT046",NA
"DRE27","OUT017",NA
"FDN60","OUT013",NA
"FDK26","OUT013",NA
"FDX37","OUT018",NA
"FDW31","OUT046",NA
"FDX26","OUT018",NA
"DRL49","OUT019",NA
"FDU49","OUT017",NA
"FDY58","OUT046",NA
"FDN03","OUT045",NA
"NCV06","OUT010",NA
"FDH53","OUT045",NA
"FDG31","OUT018",NA
"NCC06","OUT045",NA
"FDS13","OUT049",NA
"FDP16","OUT035",NA
"FDA35","OUT013",NA
"DRP47","OUT018",NA
"FDY28","OUT010",NA
"FDY20","OUT035",NA
"NCH30","OUT017",NA
"NCR29","OUT019",NA
"NCP05","OUT013",NA
"NCF30","OUT019",NA
"FDA08","OUT035",NA
"FDN51","OUT027",NA
"FDH12","OUT046",NA
"FDY39","OUT017",NA
"NCO53","OUT045",NA
"FDB40","OUT046",NA
"FDH02","OUT049",NA
"FDY11","OUT027",NA
"FDQ09","OUT019",NA
"FDP16","OUT013",NA
"NCF55","OUT018",NA
"FDY09","OUT027",NA
"FDY39","OUT045",NA
"NCU53","OUT049",NA
"NCT41","OUT049",NA
"FDJ45","OUT046",NA
"FDR28","OUT013",NA
"FDN08","OUT013",NA
"FDJ07","OUT049",NA
"FDZ09","OUT027",NA
"FDQ14","OUT017",NA
"FDY12","OUT027",NA
"FDK57","OUT046",NA
